EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on 27-06-2022
THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at http://www.ecad.eu

FILE FORMAT (MISSING VALUE CODE IS -9999):

01-06 SOUID: Source identifier
08-15 DATE : Date YYYYMMDD
17-21 CC   : daily Cloud cover in oktas
23-27 Q_CC : quality code for CC (0='valid'; 1='suspect'; 9='missing')

This is the blended series of station GERMANY, TRIER-PETRISBERG (STAID: 2760).
Blended and updated with sources: 111471 910609 
See file sources.txt and stations.txt for more info.

 SOUID,    DATE,   CC, Q_CC
111471,19370920,-9999,    9
111471,19370921,-9999,    9
111471,19370922,-9999,    9
111471,19370923,-9999,    9
111471,19370924,-9999,    9
111471,19370925,-9999,    9
111471,19370926,-9999,    9
111471,19370927,-9999,    9
111471,19370928,-9999,    9
111471,19370929,-9999,    9
111471,19370930,-9999,    9
111471,19371001,-9999,    9
111471,19371002,-9999,    9
111471,19371003,-9999,    9
111471,19371004,-9999,    9
111471,19371005,-9999,    9
111471,19371006,-9999,    9
111471,19371007,-9999,    9
111471,19371008,-9999,    9
111471,19371009,-9999,    9
111471,19371010,-9999,    9
111471,19371011,-9999,    9
111471,19371012,-9999,    9
111471,19371013,-9999,    9
111471,19371014,-9999,    9
111471,19371015,-9999,    9
111471,19371016,-9999,    9
111471,19371017,-9999,    9
111471,19371018,-9999,    9
111471,19371019,-9999,    9
111471,19371020,-9999,    9
111471,19371021,-9999,    9
111471,19371022,-9999,    9
111471,19371023,-9999,    9
111471,19371024,-9999,    9
111471,19371025,-9999,    9
111471,19371026,-9999,    9
111471,19371027,-9999,    9
111471,19371028,-9999,    9
111471,19371029,-9999,    9
111471,19371030,-9999,    9
111471,19371031,-9999,    9
111471,19371101,-9999,    9
111471,19371102,-9999,    9
111471,19371103,-9999,    9
111471,19371104,-9999,    9
111471,19371105,-9999,    9
111471,19371106,-9999,    9
111471,19371107,-9999,    9
111471,19371108,-9999,    9
111471,19371109,-9999,    9
111471,19371110,-9999,    9
111471,19371111,-9999,    9
111471,19371112,-9999,    9
111471,19371113,-9999,    9
111471,19371114,-9999,    9
111471,19371115,-9999,    9
111471,19371116,-9999,    9
111471,19371117,-9999,    9
111471,19371118,-9999,    9
111471,19371119,-9999,    9
111471,19371120,-9999,    9
111471,19371121,-9999,    9
111471,19371122,-9999,    9
111471,19371123,-9999,    9
111471,19371124,-9999,    9
111471,19371125,-9999,    9
111471,19371126,-9999,    9
111471,19371127,-9999,    9
111471,19371128,-9999,    9
111471,19371129,-9999,    9
111471,19371130,-9999,    9
111471,19371201,-9999,    9
111471,19371202,-9999,    9
111471,19371203,-9999,    9
111471,19371204,-9999,    9
111471,19371205,-9999,    9
111471,19371206,-9999,    9
111471,19371207,-9999,    9
111471,19371208,-9999,    9
111471,19371209,-9999,    9
111471,19371210,-9999,    9
111471,19371211,-9999,    9
111471,19371212,-9999,    9
111471,19371213,-9999,    9
111471,19371214,-9999,    9
111471,19371215,-9999,    9
111471,19371216,-9999,    9
111471,19371217,-9999,    9
111471,19371218,-9999,    9
111471,19371219,-9999,    9
111471,19371220,-9999,    9
111471,19371221,-9999,    9
111471,19371222,-9999,    9
111471,19371223,-9999,    9
111471,19371224,-9999,    9
111471,19371225,-9999,    9
111471,19371226,-9999,    9
111471,19371227,-9999,    9
111471,19371228,-9999,    9
111471,19371229,-9999,    9
111471,19371230,-9999,    9
111471,19371231,-9999,    9
111471,19380101,-9999,    9
111471,19380102,-9999,    9
111471,19380103,-9999,    9
111471,19380104,-9999,    9
111471,19380105,-9999,    9
111471,19380106,-9999,    9
111471,19380107,-9999,    9
111471,19380108,-9999,    9
111471,19380109,-9999,    9
111471,19380110,-9999,    9
111471,19380111,-9999,    9
111471,19380112,-9999,    9
111471,19380113,-9999,    9
111471,19380114,-9999,    9
111471,19380115,-9999,    9
111471,19380116,-9999,    9
111471,19380117,-9999,    9
111471,19380118,-9999,    9
111471,19380119,-9999,    9
111471,19380120,-9999,    9
111471,19380121,-9999,    9
111471,19380122,-9999,    9
111471,19380123,-9999,    9
111471,19380124,-9999,    9
111471,19380125,-9999,    9
111471,19380126,-9999,    9
111471,19380127,-9999,    9
111471,19380128,-9999,    9
111471,19380129,-9999,    9
111471,19380130,-9999,    9
111471,19380131,-9999,    9
111471,19380201,-9999,    9
111471,19380202,-9999,    9
111471,19380203,-9999,    9
111471,19380204,-9999,    9
111471,19380205,-9999,    9
111471,19380206,-9999,    9
111471,19380207,-9999,    9
111471,19380208,-9999,    9
111471,19380209,-9999,    9
111471,19380210,-9999,    9
111471,19380211,-9999,    9
111471,19380212,-9999,    9
111471,19380213,-9999,    9
111471,19380214,-9999,    9
111471,19380215,-9999,    9
111471,19380216,-9999,    9
111471,19380217,-9999,    9
111471,19380218,-9999,    9
111471,19380219,-9999,    9
111471,19380220,-9999,    9
111471,19380221,-9999,    9
111471,19380222,-9999,    9
111471,19380223,-9999,    9
111471,19380224,-9999,    9
111471,19380225,-9999,    9
111471,19380226,-9999,    9
111471,19380227,-9999,    9
111471,19380228,-9999,    9
111471,19380301,-9999,    9
111471,19380302,-9999,    9
111471,19380303,-9999,    9
111471,19380304,-9999,    9
111471,19380305,-9999,    9
111471,19380306,-9999,    9
111471,19380307,-9999,    9
111471,19380308,-9999,    9
111471,19380309,-9999,    9
111471,19380310,-9999,    9
111471,19380311,-9999,    9
111471,19380312,-9999,    9
111471,19380313,-9999,    9
111471,19380314,-9999,    9
111471,19380315,-9999,    9
111471,19380316,-9999,    9
111471,19380317,-9999,    9
111471,19380318,-9999,    9
111471,19380319,-9999,    9
111471,19380320,-9999,    9
111471,19380321,-9999,    9
111471,19380322,-9999,    9
111471,19380323,-9999,    9
111471,19380324,-9999,    9
111471,19380325,-9999,    9
111471,19380326,-9999,    9
111471,19380327,-9999,    9
111471,19380328,-9999,    9
111471,19380329,-9999,    9
111471,19380330,-9999,    9
111471,19380331,-9999,    9
111471,19380401,-9999,    9
111471,19380402,-9999,    9
111471,19380403,-9999,    9
111471,19380404,-9999,    9
111471,19380405,-9999,    9
111471,19380406,-9999,    9
111471,19380407,-9999,    9
111471,19380408,-9999,    9
111471,19380409,-9999,    9
111471,19380410,-9999,    9
111471,19380411,-9999,    9
111471,19380412,-9999,    9
111471,19380413,-9999,    9
111471,19380414,-9999,    9
111471,19380415,-9999,    9
111471,19380416,-9999,    9
111471,19380417,-9999,    9
111471,19380418,-9999,    9
111471,19380419,-9999,    9
111471,19380420,-9999,    9
111471,19380421,-9999,    9
111471,19380422,-9999,    9
111471,19380423,-9999,    9
111471,19380424,-9999,    9
111471,19380425,-9999,    9
111471,19380426,-9999,    9
111471,19380427,-9999,    9
111471,19380428,-9999,    9
111471,19380429,-9999,    9
111471,19380430,-9999,    9
111471,19380501,-9999,    9
111471,19380502,-9999,    9
111471,19380503,-9999,    9
111471,19380504,-9999,    9
111471,19380505,-9999,    9
111471,19380506,-9999,    9
111471,19380507,-9999,    9
111471,19380508,-9999,    9
111471,19380509,-9999,    9
111471,19380510,-9999,    9
111471,19380511,-9999,    9
111471,19380512,-9999,    9
111471,19380513,-9999,    9
111471,19380514,-9999,    9
111471,19380515,-9999,    9
111471,19380516,-9999,    9
111471,19380517,-9999,    9
111471,19380518,-9999,    9
111471,19380519,-9999,    9
111471,19380520,-9999,    9
111471,19380521,-9999,    9
111471,19380522,-9999,    9
111471,19380523,-9999,    9
111471,19380524,-9999,    9
111471,19380525,-9999,    9
111471,19380526,-9999,    9
111471,19380527,-9999,    9
111471,19380528,-9999,    9
111471,19380529,-9999,    9
111471,19380530,-9999,    9
111471,19380531,-9999,    9
111471,19380601,-9999,    9
111471,19380602,-9999,    9
111471,19380603,-9999,    9
111471,19380604,-9999,    9
111471,19380605,-9999,    9
111471,19380606,-9999,    9
111471,19380607,-9999,    9
111471,19380608,-9999,    9
111471,19380609,-9999,    9
111471,19380610,-9999,    9
111471,19380611,-9999,    9
111471,19380612,-9999,    9
111471,19380613,-9999,    9
111471,19380614,-9999,    9
111471,19380615,-9999,    9
111471,19380616,-9999,    9
111471,19380617,-9999,    9
111471,19380618,-9999,    9
111471,19380619,-9999,    9
111471,19380620,-9999,    9
111471,19380621,-9999,    9
111471,19380622,-9999,    9
111471,19380623,-9999,    9
111471,19380624,-9999,    9
111471,19380625,-9999,    9
111471,19380626,-9999,    9
111471,19380627,-9999,    9
111471,19380628,-9999,    9
111471,19380629,-9999,    9
111471,19380630,-9999,    9
111471,19380701,-9999,    9
111471,19380702,-9999,    9
111471,19380703,-9999,    9
111471,19380704,-9999,    9
111471,19380705,-9999,    9
111471,19380706,-9999,    9
111471,19380707,-9999,    9
111471,19380708,-9999,    9
111471,19380709,-9999,    9
111471,19380710,-9999,    9
111471,19380711,-9999,    9
111471,19380712,-9999,    9
111471,19380713,-9999,    9
111471,19380714,-9999,    9
111471,19380715,-9999,    9
111471,19380716,-9999,    9
111471,19380717,-9999,    9
111471,19380718,-9999,    9
111471,19380719,-9999,    9
111471,19380720,-9999,    9
111471,19380721,-9999,    9
111471,19380722,-9999,    9
111471,19380723,-9999,    9
111471,19380724,-9999,    9
111471,19380725,-9999,    9
111471,19380726,-9999,    9
111471,19380727,-9999,    9
111471,19380728,-9999,    9
111471,19380729,-9999,    9
111471,19380730,-9999,    9
111471,19380731,-9999,    9
111471,19380801,-9999,    9
111471,19380802,-9999,    9
111471,19380803,-9999,    9
111471,19380804,-9999,    9
111471,19380805,-9999,    9
111471,19380806,-9999,    9
111471,19380807,-9999,    9
111471,19380808,-9999,    9
111471,19380809,-9999,    9
111471,19380810,-9999,    9
111471,19380811,-9999,    9
111471,19380812,-9999,    9
111471,19380813,-9999,    9
111471,19380814,-9999,    9
111471,19380815,-9999,    9
111471,19380816,-9999,    9
111471,19380817,-9999,    9
111471,19380818,-9999,    9
111471,19380819,-9999,    9
111471,19380820,-9999,    9
111471,19380821,-9999,    9
111471,19380822,-9999,    9
111471,19380823,-9999,    9
111471,19380824,-9999,    9
111471,19380825,-9999,    9
111471,19380826,-9999,    9
111471,19380827,-9999,    9
111471,19380828,-9999,    9
111471,19380829,-9999,    9
111471,19380830,-9999,    9
111471,19380831,-9999,    9
111471,19380901,-9999,    9
111471,19380902,-9999,    9
111471,19380903,-9999,    9
111471,19380904,-9999,    9
111471,19380905,-9999,    9
111471,19380906,-9999,    9
111471,19380907,-9999,    9
111471,19380908,-9999,    9
111471,19380909,-9999,    9
111471,19380910,-9999,    9
111471,19380911,-9999,    9
111471,19380912,-9999,    9
111471,19380913,-9999,    9
111471,19380914,-9999,    9
111471,19380915,-9999,    9
111471,19380916,-9999,    9
111471,19380917,-9999,    9
111471,19380918,-9999,    9
111471,19380919,-9999,    9
111471,19380920,-9999,    9
111471,19380921,-9999,    9
111471,19380922,-9999,    9
111471,19380923,-9999,    9
111471,19380924,-9999,    9
111471,19380925,-9999,    9
111471,19380926,-9999,    9
111471,19380927,-9999,    9
111471,19380928,-9999,    9
111471,19380929,-9999,    9
111471,19380930,-9999,    9
111471,19381001,-9999,    9
111471,19381002,-9999,    9
111471,19381003,-9999,    9
111471,19381004,-9999,    9
111471,19381005,-9999,    9
111471,19381006,-9999,    9
111471,19381007,-9999,    9
111471,19381008,-9999,    9
111471,19381009,-9999,    9
111471,19381010,-9999,    9
111471,19381011,-9999,    9
111471,19381012,-9999,    9
111471,19381013,-9999,    9
111471,19381014,-9999,    9
111471,19381015,-9999,    9
111471,19381016,-9999,    9
111471,19381017,-9999,    9
111471,19381018,-9999,    9
111471,19381019,-9999,    9
111471,19381020,-9999,    9
111471,19381021,-9999,    9
111471,19381022,-9999,    9
111471,19381023,-9999,    9
111471,19381024,-9999,    9
111471,19381025,-9999,    9
111471,19381026,-9999,    9
111471,19381027,-9999,    9
111471,19381028,-9999,    9
111471,19381029,-9999,    9
111471,19381030,-9999,    9
111471,19381031,-9999,    9
111471,19381101,-9999,    9
111471,19381102,-9999,    9
111471,19381103,-9999,    9
111471,19381104,-9999,    9
111471,19381105,-9999,    9
111471,19381106,-9999,    9
111471,19381107,-9999,    9
111471,19381108,-9999,    9
111471,19381109,-9999,    9
111471,19381110,-9999,    9
111471,19381111,-9999,    9
111471,19381112,-9999,    9
111471,19381113,-9999,    9
111471,19381114,-9999,    9
111471,19381115,-9999,    9
111471,19381116,-9999,    9
111471,19381117,-9999,    9
111471,19381118,-9999,    9
111471,19381119,-9999,    9
111471,19381120,-9999,    9
111471,19381121,-9999,    9
111471,19381122,-9999,    9
111471,19381123,-9999,    9
111471,19381124,-9999,    9
111471,19381125,-9999,    9
111471,19381126,-9999,    9
111471,19381127,-9999,    9
111471,19381128,-9999,    9
111471,19381129,-9999,    9
111471,19381130,-9999,    9
111471,19381201,-9999,    9
111471,19381202,-9999,    9
111471,19381203,-9999,    9
111471,19381204,-9999,    9
111471,19381205,-9999,    9
111471,19381206,-9999,    9
111471,19381207,-9999,    9
111471,19381208,-9999,    9
111471,19381209,-9999,    9
111471,19381210,-9999,    9
111471,19381211,-9999,    9
111471,19381212,-9999,    9
111471,19381213,-9999,    9
111471,19381214,-9999,    9
111471,19381215,-9999,    9
111471,19381216,-9999,    9
111471,19381217,-9999,    9
111471,19381218,-9999,    9
111471,19381219,-9999,    9
111471,19381220,-9999,    9
111471,19381221,-9999,    9
111471,19381222,-9999,    9
111471,19381223,-9999,    9
111471,19381224,-9999,    9
111471,19381225,-9999,    9
111471,19381226,-9999,    9
111471,19381227,-9999,    9
111471,19381228,-9999,    9
111471,19381229,-9999,    9
111471,19381230,-9999,    9
111471,19381231,-9999,    9
111471,19390101,-9999,    9
111471,19390102,-9999,    9
111471,19390103,-9999,    9
111471,19390104,-9999,    9
111471,19390105,-9999,    9
111471,19390106,-9999,    9
111471,19390107,-9999,    9
111471,19390108,-9999,    9
111471,19390109,-9999,    9
111471,19390110,-9999,    9
111471,19390111,-9999,    9
111471,19390112,-9999,    9
111471,19390113,-9999,    9
111471,19390114,-9999,    9
111471,19390115,-9999,    9
111471,19390116,-9999,    9
111471,19390117,-9999,    9
111471,19390118,-9999,    9
111471,19390119,-9999,    9
111471,19390120,-9999,    9
111471,19390121,-9999,    9
111471,19390122,-9999,    9
111471,19390123,-9999,    9
111471,19390124,-9999,    9
111471,19390125,-9999,    9
111471,19390126,-9999,    9
111471,19390127,-9999,    9
111471,19390128,-9999,    9
111471,19390129,-9999,    9
111471,19390130,-9999,    9
111471,19390131,-9999,    9
111471,19390201,-9999,    9
111471,19390202,-9999,    9
111471,19390203,-9999,    9
111471,19390204,-9999,    9
111471,19390205,-9999,    9
111471,19390206,-9999,    9
111471,19390207,-9999,    9
111471,19390208,-9999,    9
111471,19390209,-9999,    9
111471,19390210,-9999,    9
111471,19390211,-9999,    9
111471,19390212,-9999,    9
111471,19390213,-9999,    9
111471,19390214,-9999,    9
111471,19390215,-9999,    9
111471,19390216,-9999,    9
111471,19390217,-9999,    9
111471,19390218,-9999,    9
111471,19390219,-9999,    9
111471,19390220,-9999,    9
111471,19390221,-9999,    9
111471,19390222,-9999,    9
111471,19390223,-9999,    9
111471,19390224,-9999,    9
111471,19390225,-9999,    9
111471,19390226,-9999,    9
111471,19390227,-9999,    9
111471,19390228,-9999,    9
111471,19390301,-9999,    9
111471,19390302,-9999,    9
111471,19390303,-9999,    9
111471,19390304,-9999,    9
111471,19390305,-9999,    9
111471,19390306,-9999,    9
111471,19390307,-9999,    9
111471,19390308,-9999,    9
111471,19390309,-9999,    9
111471,19390310,-9999,    9
111471,19390311,-9999,    9
111471,19390312,-9999,    9
111471,19390313,-9999,    9
111471,19390314,-9999,    9
111471,19390315,-9999,    9
111471,19390316,-9999,    9
111471,19390317,-9999,    9
111471,19390318,-9999,    9
111471,19390319,-9999,    9
111471,19390320,-9999,    9
111471,19390321,-9999,    9
111471,19390322,-9999,    9
111471,19390323,-9999,    9
111471,19390324,-9999,    9
111471,19390325,-9999,    9
111471,19390326,-9999,    9
111471,19390327,-9999,    9
111471,19390328,-9999,    9
111471,19390329,-9999,    9
111471,19390330,-9999,    9
111471,19390331,-9999,    9
111471,19390401,-9999,    9
111471,19390402,-9999,    9
111471,19390403,-9999,    9
111471,19390404,-9999,    9
111471,19390405,-9999,    9
111471,19390406,-9999,    9
111471,19390407,-9999,    9
111471,19390408,-9999,    9
111471,19390409,-9999,    9
111471,19390410,-9999,    9
111471,19390411,-9999,    9
111471,19390412,-9999,    9
111471,19390413,-9999,    9
111471,19390414,-9999,    9
111471,19390415,-9999,    9
111471,19390416,-9999,    9
111471,19390417,-9999,    9
111471,19390418,-9999,    9
111471,19390419,-9999,    9
111471,19390420,-9999,    9
111471,19390421,-9999,    9
111471,19390422,-9999,    9
111471,19390423,-9999,    9
111471,19390424,-9999,    9
111471,19390425,-9999,    9
111471,19390426,-9999,    9
111471,19390427,-9999,    9
111471,19390428,-9999,    9
111471,19390429,-9999,    9
111471,19390430,-9999,    9
111471,19390501,-9999,    9
111471,19390502,-9999,    9
111471,19390503,-9999,    9
111471,19390504,-9999,    9
111471,19390505,-9999,    9
111471,19390506,-9999,    9
111471,19390507,-9999,    9
111471,19390508,-9999,    9
111471,19390509,-9999,    9
111471,19390510,-9999,    9
111471,19390511,-9999,    9
111471,19390512,-9999,    9
111471,19390513,-9999,    9
111471,19390514,-9999,    9
111471,19390515,-9999,    9
111471,19390516,-9999,    9
111471,19390517,-9999,    9
111471,19390518,-9999,    9
111471,19390519,-9999,    9
111471,19390520,-9999,    9
111471,19390521,-9999,    9
111471,19390522,-9999,    9
111471,19390523,-9999,    9
111471,19390524,-9999,    9
111471,19390525,-9999,    9
111471,19390526,-9999,    9
111471,19390527,-9999,    9
111471,19390528,-9999,    9
111471,19390529,-9999,    9
111471,19390530,-9999,    9
111471,19390531,-9999,    9
111471,19390601,-9999,    9
111471,19390602,-9999,    9
111471,19390603,-9999,    9
111471,19390604,-9999,    9
111471,19390605,-9999,    9
111471,19390606,-9999,    9
111471,19390607,-9999,    9
111471,19390608,-9999,    9
111471,19390609,-9999,    9
111471,19390610,-9999,    9
111471,19390611,-9999,    9
111471,19390612,-9999,    9
111471,19390613,-9999,    9
111471,19390614,-9999,    9
111471,19390615,-9999,    9
111471,19390616,-9999,    9
111471,19390617,-9999,    9
111471,19390618,-9999,    9
111471,19390619,-9999,    9
111471,19390620,-9999,    9
111471,19390621,-9999,    9
111471,19390622,-9999,    9
111471,19390623,-9999,    9
111471,19390624,-9999,    9
111471,19390625,-9999,    9
111471,19390626,-9999,    9
111471,19390627,-9999,    9
111471,19390628,-9999,    9
111471,19390629,-9999,    9
111471,19390630,-9999,    9
111471,19390701,-9999,    9
111471,19390702,-9999,    9
111471,19390703,-9999,    9
111471,19390704,-9999,    9
111471,19390705,-9999,    9
111471,19390706,-9999,    9
111471,19390707,-9999,    9
111471,19390708,-9999,    9
111471,19390709,-9999,    9
111471,19390710,-9999,    9
111471,19390711,-9999,    9
111471,19390712,-9999,    9
111471,19390713,-9999,    9
111471,19390714,-9999,    9
111471,19390715,-9999,    9
111471,19390716,-9999,    9
111471,19390717,-9999,    9
111471,19390718,-9999,    9
111471,19390719,-9999,    9
111471,19390720,-9999,    9
111471,19390721,-9999,    9
111471,19390722,-9999,    9
111471,19390723,-9999,    9
111471,19390724,-9999,    9
111471,19390725,-9999,    9
111471,19390726,-9999,    9
111471,19390727,-9999,    9
111471,19390728,-9999,    9
111471,19390729,-9999,    9
