EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on 27-06-2022
THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at http://www.ecad.eu

FILE FORMAT (MISSING VALUE CODE IS -9999):

01-06 SOUID: Source identifier
08-15 DATE : Date YYYYMMDD
17-21 SS   : daily Sunshine in 0.1 Hours
23-27 Q_SS : quality code for SS (0='valid'; 1='suspect'; 9='missing')

This is the blended series of station GERMANY, TRIER-PETRISBERG (STAID: 2760).
Blended and updated with sources: 111476 910609 
See file sources.txt and stations.txt for more info.

 SOUID,    DATE,   SS, Q_SS
111476,19370101,-9999,    9
111476,19370102,-9999,    9
111476,19370103,-9999,    9
111476,19370104,-9999,    9
111476,19370105,-9999,    9
111476,19370106,-9999,    9
111476,19370107,-9999,    9
111476,19370108,-9999,    9
111476,19370109,-9999,    9
111476,19370110,-9999,    9
111476,19370111,-9999,    9
111476,19370112,-9999,    9
111476,19370113,-9999,    9
111476,19370114,-9999,    9
111476,19370115,-9999,    9
111476,19370116,-9999,    9
111476,19370117,-9999,    9
111476,19370118,-9999,    9
111476,19370119,-9999,    9
111476,19370120,-9999,    9
111476,19370121,-9999,    9
111476,19370122,-9999,    9
111476,19370123,-9999,    9
111476,19370124,-9999,    9
111476,19370125,-9999,    9
111476,19370126,-9999,    9
111476,19370127,-9999,    9
111476,19370128,-9999,    9
111476,19370129,-9999,    9
111476,19370130,-9999,    9
111476,19370131,-9999,    9
111476,19370201,-9999,    9
111476,19370202,-9999,    9
111476,19370203,-9999,    9
111476,19370204,-9999,    9
111476,19370205,-9999,    9
111476,19370206,-9999,    9
111476,19370207,-9999,    9
111476,19370208,-9999,    9
111476,19370209,-9999,    9
111476,19370210,-9999,    9
111476,19370211,-9999,    9
111476,19370212,-9999,    9
111476,19370213,-9999,    9
111476,19370214,-9999,    9
111476,19370215,-9999,    9
111476,19370216,-9999,    9
111476,19370217,-9999,    9
111476,19370218,-9999,    9
111476,19370219,-9999,    9
111476,19370220,-9999,    9
111476,19370221,-9999,    9
111476,19370222,-9999,    9
111476,19370223,-9999,    9
111476,19370224,-9999,    9
111476,19370225,-9999,    9
111476,19370226,-9999,    9
111476,19370227,-9999,    9
111476,19370228,-9999,    9
111476,19370301,-9999,    9
111476,19370302,-9999,    9
111476,19370303,-9999,    9
111476,19370304,-9999,    9
111476,19370305,-9999,    9
111476,19370306,-9999,    9
111476,19370307,-9999,    9
111476,19370308,-9999,    9
111476,19370309,-9999,    9
111476,19370310,-9999,    9
111476,19370311,-9999,    9
111476,19370312,-9999,    9
111476,19370313,-9999,    9
111476,19370314,-9999,    9
111476,19370315,-9999,    9
111476,19370316,-9999,    9
111476,19370317,-9999,    9
111476,19370318,-9999,    9
111476,19370319,-9999,    9
111476,19370320,-9999,    9
111476,19370321,-9999,    9
111476,19370322,-9999,    9
111476,19370323,-9999,    9
111476,19370324,-9999,    9
111476,19370325,-9999,    9
111476,19370326,-9999,    9
111476,19370327,-9999,    9
111476,19370328,-9999,    9
111476,19370329,-9999,    9
111476,19370330,-9999,    9
111476,19370331,-9999,    9
111476,19370401,-9999,    9
111476,19370402,-9999,    9
111476,19370403,-9999,    9
111476,19370404,-9999,    9
111476,19370405,-9999,    9
111476,19370406,-9999,    9
111476,19370407,-9999,    9
111476,19370408,-9999,    9
111476,19370409,-9999,    9
111476,19370410,-9999,    9
111476,19370411,-9999,    9
111476,19370412,-9999,    9
111476,19370413,-9999,    9
111476,19370414,-9999,    9
111476,19370415,-9999,    9
111476,19370416,-9999,    9
111476,19370417,-9999,    9
111476,19370418,-9999,    9
111476,19370419,-9999,    9
111476,19370420,-9999,    9
111476,19370421,-9999,    9
111476,19370422,-9999,    9
111476,19370423,-9999,    9
111476,19370424,-9999,    9
111476,19370425,-9999,    9
111476,19370426,-9999,    9
111476,19370427,-9999,    9
111476,19370428,-9999,    9
111476,19370429,-9999,    9
111476,19370430,-9999,    9
111476,19370501,-9999,    9
111476,19370502,-9999,    9
111476,19370503,-9999,    9
111476,19370504,-9999,    9
111476,19370505,-9999,    9
111476,19370506,-9999,    9
111476,19370507,-9999,    9
111476,19370508,-9999,    9
111476,19370509,-9999,    9
111476,19370510,-9999,    9
111476,19370511,-9999,    9
111476,19370512,-9999,    9
111476,19370513,-9999,    9
111476,19370514,-9999,    9
111476,19370515,-9999,    9
111476,19370516,-9999,    9
111476,19370517,-9999,    9
111476,19370518,-9999,    9
111476,19370519,-9999,    9
111476,19370520,-9999,    9
111476,19370521,-9999,    9
111476,19370522,-9999,    9
111476,19370523,-9999,    9
111476,19370524,-9999,    9
111476,19370525,-9999,    9
111476,19370526,-9999,    9
111476,19370527,-9999,    9
111476,19370528,-9999,    9
111476,19370529,-9999,    9
111476,19370530,-9999,    9
111476,19370531,-9999,    9
111476,19370601,-9999,    9
111476,19370602,-9999,    9
111476,19370603,-9999,    9
111476,19370604,-9999,    9
111476,19370605,-9999,    9
111476,19370606,-9999,    9
111476,19370607,-9999,    9
111476,19370608,-9999,    9
111476,19370609,-9999,    9
111476,19370610,-9999,    9
111476,19370611,-9999,    9
111476,19370612,-9999,    9
111476,19370613,-9999,    9
111476,19370614,-9999,    9
111476,19370615,-9999,    9
111476,19370616,-9999,    9
111476,19370617,-9999,    9
111476,19370618,-9999,    9
111476,19370619,-9999,    9
111476,19370620,-9999,    9
111476,19370621,-9999,    9
111476,19370622,-9999,    9
111476,19370623,-9999,    9
111476,19370624,-9999,    9
111476,19370625,-9999,    9
111476,19370626,-9999,    9
111476,19370627,-9999,    9
111476,19370628,-9999,    9
111476,19370629,-9999,    9
111476,19370630,-9999,    9
111476,19370701,-9999,    9
111476,19370702,-9999,    9
111476,19370703,-9999,    9
111476,19370704,-9999,    9
111476,19370705,-9999,    9
111476,19370706,-9999,    9
111476,19370707,-9999,    9
111476,19370708,-9999,    9
111476,19370709,-9999,    9
111476,19370710,-9999,    9
111476,19370711,-9999,    9
111476,19370712,-9999,    9
111476,19370713,-9999,    9
111476,19370714,-9999,    9
111476,19370715,-9999,    9
111476,19370716,-9999,    9
111476,19370717,-9999,    9
111476,19370718,-9999,    9
111476,19370719,-9999,    9
111476,19370720,-9999,    9
111476,19370721,-9999,    9
111476,19370722,-9999,    9
111476,19370723,-9999,    9
111476,19370724,-9999,    9
111476,19370725,-9999,    9
111476,19370726,-9999,    9
111476,19370727,-9999,    9
111476,19370728,-9999,    9
111476,19370729,-9999,    9
111476,19370730,-9999,    9
111476,19370731,-9999,    9
111476,19370801,-9999,    9
111476,19370802,-9999,    9
111476,19370803,-9999,    9
111476,19370804,-9999,    9
111476,19370805,-9999,    9
111476,19370806,-9999,    9
111476,19370807,-9999,    9
111476,19370808,-9999,    9
111476,19370809,-9999,    9
111476,19370810,-9999,    9
111476,19370811,-9999,    9
111476,19370812,-9999,    9
111476,19370813,-9999,    9
111476,19370814,-9999,    9
111476,19370815,-9999,    9
111476,19370816,-9999,    9
111476,19370817,-9999,    9
111476,19370818,-9999,    9
111476,19370819,-9999,    9
111476,19370820,-9999,    9
111476,19370821,-9999,    9
111476,19370822,-9999,    9
111476,19370823,-9999,    9
111476,19370824,-9999,    9
111476,19370825,-9999,    9
111476,19370826,-9999,    9
111476,19370827,-9999,    9
111476,19370828,-9999,    9
111476,19370829,-9999,    9
111476,19370830,-9999,    9
111476,19370831,-9999,    9
111476,19370901,-9999,    9
111476,19370902,-9999,    9
111476,19370903,-9999,    9
111476,19370904,-9999,    9
111476,19370905,-9999,    9
111476,19370906,-9999,    9
111476,19370907,-9999,    9
111476,19370908,-9999,    9
111476,19370909,-9999,    9
111476,19370910,-9999,    9
111476,19370911,-9999,    9
111476,19370912,-9999,    9
111476,19370913,-9999,    9
111476,19370914,-9999,    9
111476,19370915,-9999,    9
111476,19370916,-9999,    9
111476,19370917,-9999,    9
111476,19370918,-9999,    9
111476,19370919,-9999,    9
111476,19370920,-9999,    9
111476,19370921,-9999,    9
111476,19370922,-9999,    9
111476,19370923,-9999,    9
111476,19370924,-9999,    9
111476,19370925,-9999,    9
111476,19370926,-9999,    9
111476,19370927,-9999,    9
111476,19370928,-9999,    9
111476,19370929,-9999,    9
111476,19370930,-9999,    9
111476,19371001,-9999,    9
111476,19371002,-9999,    9
111476,19371003,-9999,    9
111476,19371004,-9999,    9
111476,19371005,-9999,    9
111476,19371006,-9999,    9
111476,19371007,-9999,    9
111476,19371008,-9999,    9
111476,19371009,-9999,    9
111476,19371010,-9999,    9
111476,19371011,-9999,    9
111476,19371012,-9999,    9
111476,19371013,-9999,    9
111476,19371014,-9999,    9
111476,19371015,-9999,    9
111476,19371016,-9999,    9
111476,19371017,-9999,    9
111476,19371018,-9999,    9
111476,19371019,-9999,    9
111476,19371020,-9999,    9
111476,19371021,-9999,    9
111476,19371022,-9999,    9
111476,19371023,-9999,    9
111476,19371024,-9999,    9
111476,19371025,-9999,    9
111476,19371026,-9999,    9
111476,19371027,-9999,    9
111476,19371028,-9999,    9
111476,19371029,-9999,    9
111476,19371030,-9999,    9
111476,19371031,-9999,    9
111476,19371101,-9999,    9
111476,19371102,-9999,    9
111476,19371103,-9999,    9
111476,19371104,-9999,    9
111476,19371105,-9999,    9
111476,19371106,-9999,    9
111476,19371107,-9999,    9
111476,19371108,-9999,    9
111476,19371109,-9999,    9
111476,19371110,-9999,    9
111476,19371111,-9999,    9
111476,19371112,-9999,    9
111476,19371113,-9999,    9
111476,19371114,-9999,    9
111476,19371115,-9999,    9
111476,19371116,-9999,    9
111476,19371117,-9999,    9
111476,19371118,-9999,    9
111476,19371119,-9999,    9
111476,19371120,-9999,    9
111476,19371121,-9999,    9
111476,19371122,-9999,    9
111476,19371123,-9999,    9
111476,19371124,-9999,    9
111476,19371125,-9999,    9
111476,19371126,-9999,    9
111476,19371127,-9999,    9
111476,19371128,-9999,    9
111476,19371129,-9999,    9
111476,19371130,-9999,    9
111476,19371201,-9999,    9
111476,19371202,-9999,    9
111476,19371203,-9999,    9
111476,19371204,-9999,    9
111476,19371205,-9999,    9
111476,19371206,-9999,    9
111476,19371207,-9999,    9
111476,19371208,-9999,    9
111476,19371209,-9999,    9
111476,19371210,-9999,    9
111476,19371211,-9999,    9
111476,19371212,-9999,    9
111476,19371213,-9999,    9
111476,19371214,-9999,    9
111476,19371215,-9999,    9
111476,19371216,-9999,    9
111476,19371217,-9999,    9
111476,19371218,-9999,    9
111476,19371219,-9999,    9
111476,19371220,-9999,    9
111476,19371221,-9999,    9
111476,19371222,-9999,    9
111476,19371223,-9999,    9
111476,19371224,-9999,    9
111476,19371225,-9999,    9
111476,19371226,-9999,    9
111476,19371227,-9999,    9
111476,19371228,-9999,    9
111476,19371229,-9999,    9
111476,19371230,-9999,    9
111476,19371231,-9999,    9
111476,19380101,-9999,    9
111476,19380102,-9999,    9
111476,19380103,-9999,    9
111476,19380104,-9999,    9
111476,19380105,-9999,    9
111476,19380106,-9999,    9
111476,19380107,-9999,    9
111476,19380108,-9999,    9
111476,19380109,-9999,    9
111476,19380110,-9999,    9
111476,19380111,-9999,    9
111476,19380112,-9999,    9
111476,19380113,-9999,    9
111476,19380114,-9999,    9
111476,19380115,-9999,    9
111476,19380116,-9999,    9
111476,19380117,-9999,    9
111476,19380118,-9999,    9
111476,19380119,-9999,    9
111476,19380120,-9999,    9
111476,19380121,-9999,    9
111476,19380122,-9999,    9
111476,19380123,-9999,    9
111476,19380124,-9999,    9
111476,19380125,-9999,    9
111476,19380126,-9999,    9
111476,19380127,-9999,    9
111476,19380128,-9999,    9
111476,19380129,-9999,    9
111476,19380130,-9999,    9
111476,19380131,-9999,    9
111476,19380201,-9999,    9
111476,19380202,-9999,    9
111476,19380203,-9999,    9
111476,19380204,-9999,    9
111476,19380205,-9999,    9
111476,19380206,-9999,    9
111476,19380207,-9999,    9
111476,19380208,-9999,    9
111476,19380209,-9999,    9
111476,19380210,-9999,    9
111476,19380211,-9999,    9
111476,19380212,-9999,    9
111476,19380213,-9999,    9
111476,19380214,-9999,    9
111476,19380215,-9999,    9
111476,19380216,-9999,    9
111476,19380217,-9999,    9
111476,19380218,-9999,    9
111476,19380219,-9999,    9
111476,19380220,-9999,    9
111476,19380221,-9999,    9
111476,19380222,-9999,    9
111476,19380223,-9999,    9
111476,19380224,-9999,    9
111476,19380225,-9999,    9
111476,19380226,-9999,    9
111476,19380227,-9999,    9
111476,19380228,-9999,    9
111476,19380301,-9999,    9
111476,19380302,-9999,    9
111476,19380303,-9999,    9
111476,19380304,-9999,    9
111476,19380305,-9999,    9
111476,19380306,-9999,    9
111476,19380307,-9999,    9
111476,19380308,-9999,    9
111476,19380309,-9999,    9
111476,19380310,-9999,    9
111476,19380311,-9999,    9
111476,19380312,-9999,    9
111476,19380313,-9999,    9
111476,19380314,-9999,    9
111476,19380315,-9999,    9
111476,19380316,-9999,    9
111476,19380317,-9999,    9
111476,19380318,-9999,    9
111476,19380319,-9999,    9
111476,19380320,-9999,    9
111476,19380321,-9999,    9
111476,19380322,-9999,    9
111476,19380323,-9999,    9
111476,19380324,-9999,    9
111476,19380325,-9999,    9
111476,19380326,-9999,    9
111476,19380327,-9999,    9
111476,19380328,-9999,    9
111476,19380329,-9999,    9
111476,19380330,-9999,    9
111476,19380331,-9999,    9
111476,19380401,-9999,    9
111476,19380402,-9999,    9
111476,19380403,-9999,    9
111476,19380404,-9999,    9
111476,19380405,-9999,    9
111476,19380406,-9999,    9
111476,19380407,-9999,    9
111476,19380408,-9999,    9
111476,19380409,-9999,    9
111476,19380410,-9999,    9
111476,19380411,-9999,    9
111476,19380412,-9999,    9
111476,19380413,-9999,    9
111476,19380414,-9999,    9
111476,19380415,-9999,    9
111476,19380416,-9999,    9
111476,19380417,-9999,    9
111476,19380418,-9999,    9
111476,19380419,-9999,    9
111476,19380420,-9999,    9
111476,19380421,-9999,    9
111476,19380422,-9999,    9
111476,19380423,-9999,    9
111476,19380424,-9999,    9
111476,19380425,-9999,    9
111476,19380426,-9999,    9
111476,19380427,-9999,    9
111476,19380428,-9999,    9
111476,19380429,-9999,    9
111476,19380430,-9999,    9
111476,19380501,-9999,    9
111476,19380502,-9999,    9
111476,19380503,-9999,    9
111476,19380504,-9999,    9
111476,19380505,-9999,    9
111476,19380506,-9999,    9
111476,19380507,-9999,    9
111476,19380508,-9999,    9
111476,19380509,-9999,    9
111476,19380510,-9999,    9
111476,19380511,-9999,    9
111476,19380512,-9999,    9
111476,19380513,-9999,    9
111476,19380514,-9999,    9
111476,19380515,-9999,    9
111476,19380516,-9999,    9
111476,19380517,-9999,    9
111476,19380518,-9999,    9
111476,19380519,-9999,    9
111476,19380520,-9999,    9
111476,19380521,-9999,    9
111476,19380522,-9999,    9
111476,19380523,-9999,    9
111476,19380524,-9999,    9
111476,19380525,-9999,    9
111476,19380526,-9999,    9
111476,19380527,-9999,    9
111476,19380528,-9999,    9
111476,19380529,-9999,    9
111476,19380530,-9999,    9
111476,19380531,-9999,    9
111476,19380601,-9999,    9
111476,19380602,-9999,    9
111476,19380603,-9999,    9
111476,19380604,-9999,    9
111476,19380605,-9999,    9
111476,19380606,-9999,    9
111476,19380607,-9999,    9
111476,19380608,-9999,    9
111476,19380609,-9999,    9
111476,19380610,-9999,    9
111476,19380611,-9999,    9
111476,19380612,-9999,    9
111476,19380613,-9999,    9
111476,19380614,-9999,    9
111476,19380615,-9999,    9
111476,19380616,-9999,    9
111476,19380617,-9999,    9
111476,19380618,-9999,    9
111476,19380619,-9999,    9
111476,19380620,-9999,    9
111476,19380621,-9999,    9
111476,19380622,-9999,    9
111476,19380623,-9999,    9
111476,19380624,-9999,    9
111476,19380625,-9999,    9
111476,19380626,-9999,    9
111476,19380627,-9999,    9
111476,19380628,-9999,    9
111476,19380629,-9999,    9
111476,19380630,-9999,    9
111476,19380701,-9999,    9
111476,19380702,-9999,    9
111476,19380703,-9999,    9
111476,19380704,-9999,    9
111476,19380705,-9999,    9
111476,19380706,-9999,    9
111476,19380707,-9999,    9
111476,19380708,-9999,    9
111476,19380709,-9999,    9
111476,19380710,-9999,    9
111476,19380711,-9999,    9
111476,19380712,-9999,    9
111476,19380713,-9999,    9
111476,19380714,-9999,    9
111476,19380715,-9999,    9
111476,19380716,-9999,    9
111476,19380717,-9999,    9
111476,19380718,-9999,    9
111476,19380719,-9999,    9
111476,19380720,-9999,    9
111476,19380721,-9999,    9
111476,19380722,-9999,    9
111476,19380723,-9999,    9
111476,19380724,-9999,    9
111476,19380725,-9999,    9
111476,19380726,-9999,    9
111476,19380727,-9999,    9
111476,19380728,-9999,    9
111476,19380729,-9999,    9
111476,19380730,-9999,    9
111476,19380731,-9999,    9
111476,19380801,-9999,    9
111476,19380802,-9999,    9
111476,19380803,-9999,    9
111476,19380804,-9999,    9
111476,19380805,-9999,    9
111476,19380806,-9999,    9
111476,19380807,-9999,    9
111476,19380808,-9999,    9
111476,19380809,-9999,    9
111476,19380810,-9999,    9
111476,19380811,-9999,    9
111476,19380812,-9999,    9
111476,19380813,-9999,    9
111476,19380814,-9999,    9
111476,19380815,-9999,    9
111476,19380816,-9999,    9
111476,19380817,-9999,    9
111476,19380818,-9999,    9
111476,19380819,-9999,    9
111476,19380820,-9999,    9
111476,19380821,-9999,    9
111476,19380822,-9999,    9
111476,19380823,-9999,    9
111476,19380824,-9999,    9
111476,19380825,-9999,    9
111476,19380826,-9999,    9
111476,19380827,-9999,    9
111476,19380828,-9999,    9
111476,19380829,-9999,    9
111476,19380830,-9999,    9
111476,19380831,-9999,    9
111476,19380901,-9999,    9
111476,19380902,-9999,    9
111476,19380903,-9999,    9
111476,19380904,-9999,    9
111476,19380905,-9999,    9
111476,19380906,-9999,    9
111476,19380907,-9999,    9
111476,19380908,-9999,    9
111476,19380909,-9999,    9
111476,19380910,-9999,    9
111476,19380911,-9999,    9
111476,19380912,-9999,    9
111476,19380913,-9999,    9
111476,19380914,-9999,    9
111476,19380915,-9999,    9
111476,19380916,-9999,    9
111476,19380917,-9999,    9
111476,19380918,-9999,    9
111476,19380919,-9999,    9
111476,19380920,-9999,    9
111476,19380921,-9999,    9
111476,19380922,-9999,    9
111476,19380923,-9999,    9
111476,19380924,-9999,    9
111476,19380925,-9999,    9
111476,19380926,-9999,    9
111476,19380927,-9999,    9
111476,19380928,-9999,    9
111476,19380929,-9999,    9
111476,19380930,-9999,    9
111476,19381001,-9999,    9
111476,19381002,-9999,    9
111476,19381003,-9999,    9
111476,19381004,-9999,    9
111476,19381005,-9999,    9
111476,19381006,-9999,    9
111476,19381007,-9999,    9
111476,19381008,-9999,    9
111476,19381009,-9999,    9
111476,19381010,-9999,    9
111476,19381011,-9999,    9
111476,19381012,-9999,    9
111476,19381013,-9999,    9
111476,19381014,-9999,    9
111476,19381015,-9999,    9
111476,19381016,-9999,    9
111476,19381017,-9999,    9
111476,19381018,-9999,    9
111476,19381019,-9999,    9
111476,19381020,-9999,    9
111476,19381021,-9999,    9
111476,19381022,-9999,    9
111476,19381023,-9999,    9
111476,19381024,-9999,    9
111476,19381025,-9999,    9
111476,19381026,-9999,    9
111476,19381027,-9999,    9
111476,19381028,-9999,    9
111476,19381029,-9999,    9
111476,19381030,-9999,    9
111476,19381031,-9999,    9
111476,19381101,-9999,    9
111476,19381102,-9999,    9
111476,19381103,-9999,    9
111476,19381104,-9999,    9
111476,19381105,-9999,    9
111476,19381106,-9999,    9
111476,19381107,-9999,    9
111476,19381108,-9999,    9
111476,19381109,-9999,    9
111476,19381110,-9999,    9
111476,19381111,-9999,    9
111476,19381112,-9999,    9
111476,19381113,-9999,    9
111476,19381114,-9999,    9
111476,19381115,-9999,    9
111476,19381116,-9999,    9
111476,19381117,-9999,    9
111476,19381118,-9999,    9
111476,19381119,-9999,    9
111476,19381120,-9999,    9
111476,19381121,-9999,    9
111476,19381122,-9999,    9
111476,19381123,-9999,    9
111476,19381124,-9999,    9
111476,19381125,-9999,    9
111476,19381126,-9999,    9
111476,19381127,-9999,    9
111476,19381128,-9999,    9
111476,19381129,-9999,    9
111476,19381130,-9999,    9
111476,19381201,-9999,    9
111476,19381202,-9999,    9
111476,19381203,-9999,    9
111476,19381204,-9999,    9
111476,19381205,-9999,    9
111476,19381206,-9999,    9
111476,19381207,-9999,    9
111476,19381208,-9999,    9
111476,19381209,-9999,    9
111476,19381210,-9999,    9
111476,19381211,-9999,    9
111476,19381212,-9999,    9
111476,19381213,-9999,    9
111476,19381214,-9999,    9
111476,19381215,-9999,    9
111476,19381216,-9999,    9
111476,19381217,-9999,    9
111476,19381218,-9999,    9
111476,19381219,-9999,    9
111476,19381220,-9999,    9
111476,19381221,-9999,    9
111476,19381222,-9999,    9
111476,19381223,-9999,    9
111476,19381224,-9999,    9
111476,19381225,-9999,    9
111476,19381226,-9999,    9
111476,19381227,-9999,    9
111476,19381228,-9999,    9
111476,19381229,-9999,    9
111476,19381230,-9999,    9
111476,19381231,-9999,    9
111476,19390101,-9999,    9
111476,19390102,-9999,    9
111476,19390103,-9999,    9
111476,19390104,-9999,    9
111476,19390105,-9999,    9
111476,19390106,-9999,    9
111476,19390107,-9999,    9
111476,19390108,-9999,    9
111476,19390109,-9999,    9
111476,19390110,-9999,    9
111476,19390111,-9999,    9
111476,19390112,-9999,    9
111476,19390113,-9999,    9
111476,19390114,-9999,    9
111476,19390115,-9999,    9
111476,19390116,-9999,    9
111476,19390117,-9999,    9
111476,19390118,-9999,    9
111476,19390119,-9999,    9
111476,19390120,-9999,    9
111476,19390121,-9999,    9
111476,19390122,-9999,    9
111476,19390123,-9999,    9
111476,19390124,-9999,    9
111476,19390125,-9999,    9
111476,19390126,-9999,    9
111476,19390127,-9999,    9
111476,19390128,-9999,    9
111476,19390129,-9999,    9
111476,19390130,-9999,    9
111476,19390131,-9999,    9
111476,19390201,-9999,    9
111476,19390202,-9999,    9
111476,19390203,-9999,    9
111476,19390204,-9999,    9
111476,19390205,-9999,    9
111476,19390206,-9999,    9
111476,19390207,-9999,    9
111476,19390208,-9999,    9
111476,19390209,-9999,    9
111476,19390210,-9999,    9
111476,19390211,-9999,    9
111476,19390212,-9999,    9
111476,19390213,-9999,    9
111476,19390214,-9999,    9
111476,19390215,-9999,    9
111476,19390216,-9999,    9
111476,19390217,-9999,    9
111476,19390218,-9999,    9
111476,19390219,-9999,    9
111476,19390220,-9999,    9
111476,19390221,-9999,    9
111476,19390222,-9999,    9
111476,19390223,-9999,    9
111476,19390224,-9999,    9
111476,19390225,-9999,    9
111476,19390226,-9999,    9
111476,19390227,-9999,    9
111476,19390228,-9999,    9
111476,19390301,-9999,    9
111476,19390302,-9999,    9
111476,19390303,-9999,    9
111476,19390304,-9999,    9
111476,19390305,-9999,    9
111476,19390306,-9999,    9
111476,19390307,-9999,    9
111476,19390308,-9999,    9
111476,19390309,-9999,    9
111476,19390310,-9999,    9
111476,19390311,-9999,    9
111476,19390312,-9999,    9
111476,19390313,-9999,    9
111476,19390314,-9999,    9
111476,19390315,-9999,    9
111476,19390316,-9999,    9
111476,19390317,-9999,    9
111476,19390318,-9999,    9
111476,19390319,-9999,    9
111476,19390320,-9999,    9
111476,19390321,-9999,    9
111476,19390322,-9999,    9
111476,19390323,-9999,    9
111476,19390324,-9999,    9
111476,19390325,-9999,    9
111476,19390326,-9999,    9
111476,19390327,-9999,    9
111476,19390328,-9999,    9
111476,19390329,-9999,    9
111476,19390330,-9999,    9
111476,19390331,-9999,    9
111476,19390401,-9999,    9
111476,19390402,-9999,    9
111476,19390403,-9999,    9
111476,19390404,-9999,    9
111476,19390405,-9999,    9
111476,19390406,-9999,    9
111476,19390407,-9999,    9
111476,19390408,-9999,    9
111476,19390409,-9999,    9
111476,19390410,-9999,    9
111476,19390411,-9999,    9
111476,19390412,-9999,    9
111476,19390413,-9999,    9
111476,19390414,-9999,    9
111476,19390415,-9999,    9
111476,19390416,-9999,    9
111476,19390417,-9999,    9
111476,19390418,-9999,    9
111476,19390419,-9999,    9
111476,19390420,-9999,    9
111476,19390421,-9999,    9
111476,19390422,-9999,    9
111476,19390423,-9999,    9
111476,19390424,-9999,    9
111476,19390425,-9999,    9
111476,19390426,-9999,    9
111476,19390427,-9999,    9
111476,19390428,-9999,    9
111476,19390429,-9999,    9
111476,19390430,-9999,    9
111476,19390501,-9999,    9
111476,19390502,-9999,    9
111476,19390503,-9999,    9
111476,19390504,-9999,    9
111476,19390505,-9999,    9
111476,19390506,-9999,    9
111476,19390507,-9999,    9
111476,19390508,-9999,    9
111476,19390509,-9999,    9
111476,19390510,-9999,    9
111476,19390511,-9999,    9
111476,19390512,-9999,    9
111476,19390513,-9999,    9
111476,19390514,-9999,    9
111476,19390515,-9999,    9
111476,19390516,-9999,    9
111476,19390517,-9999,    9
111476,19390518,-9999,    9
111476,19390519,-9999,    9
111476,19390520,-9999,    9
111476,19390521,-9999,    9
111476,19390522,-9999,    9
111476,19390523,-9999,    9
111476,19390524,-9999,    9
111476,19390525,-9999,    9
111476,19390526,-9999,    9
111476,19390527,-9999,    9
111476,19390528,-9999,    9
111476,19390529,-9999,    9
111476,19390530,-9999,    9
111476,19390531,-9999,    9
111476,19390601,-9999,    9
111476,19390602,-9999,    9
111476,19390603,-9999,    9
111476,19390604,-9999,    9
111476,19390605,-9999,    9
111476,19390606,-9999,    9
111476,19390607,-9999,    9
111476,19390608,-9999,    9
111476,19390609,-9999,    9
111476,19390610,-9999,    9
111476,19390611,-9999,    9
111476,19390612,-9999,    9
111476,19390613,-9999,    9
111476,19390614,-9999,    9
111476,19390615,-9999,    9
111476,19390616,-9999,    9
111476,19390617,-9999,    9
111476,19390618,-9999,    9
111476,19390619,-9999,    9
111476,19390620,-9999,    9
111476,19390621,-9999,    9
111476,19390622,-9999,    9
111476,19390623,-9999,    9
111476,19390624,-9999,    9
111476,19390625,-9999,    9
111476,19390626,-9999,    9
111476,19390627,-9999,    9
111476,19390628,-9999,    9
111476,19390629,-9999,    9
111476,19390630,-9999,    9
111476,19390701,-9999,    9
111476,19390702,-9999,    9
111476,19390703,-9999,    9
111476,19390704,-9999,    9
111476,19390705,-9999,    9
111476,19390706,-9999,    9
111476,19390707,-9999,    9
111476,19390708,-9999,    9
111476,19390709,-9999,    9
111476,19390710,-9999,    9
111476,19390711,-9999,    9
111476,19390712,-9999,    9
111476,19390713,-9999,    9
111476,19390714,-9999,    9
111476,19390715,-9999,    9
111476,19390716,-9999,    9
111476,19390717,-9999,    9
111476,19390718,-9999,    9
111476,19390719,-9999,    9
111476,19390720,-9999,    9
111476,19390721,-9999,    9
111476,19390722,-9999,    9
111476,19390723,-9999,    9
111476,19390724,-9999,    9
111476,19390725,-9999,    9
111476,19390726,-9999,    9
111476,19390727,-9999,    9
111476,19390728,-9999,    9
111476,19390729,-9999,    9
111476,19390730,-9999,    9
111476,19390731,-9999,    9
111476,19390801,-9999,    9
111476,19390802,-9999,    9
111476,19390803,-9999,    9
111476,19390804,-9999,    9
111476,19390805,-9999,    9
111476,19390806,-9999,    9
111476,19390807,-9999,    9
111476,19390808,-9999,    9
111476,19390809,-9999,    9
111476,19390810,-9999,    9
111476,19390811,-9999,    9
111476,19390812,-9999,    9
111476,19390813,-9999,    9
111476,19390814,-9999,    9
111476,19390815,-9999,    9
111476,19390816,-9999,    9
111476,19390817,-9999,    9
111476,19390818,-9999,    9
111476,19390819,-9999,    9
111476,19390820,-9999,    9
111476,19390821,-9999,    9
111476,19390822,-9999,    9
111476,19390823,-9999,    9
111476,19390824,-9999,    9
111476,19390825,-9999,    9
111476,19390826,-9999,    9
111476,19390827,-9999,    9
111476,19390828,-9999,    9
